3\xffX axis acceleration,Y axis acceleration,Z axis acceleration,Bicep signal,Shoulder signal,Pectoral signal
329,325,417,28,18,35
329,325,417,28,17,39
329,326,416,24,17,33
330,327,417,25,18,28
330,326,415,32,17,27
329,327,416,36,18,24
329,326,416,35,17,24
328,326,415,28,17,24
329,326,414,25,18,24
329,326,415,23,17,25
329,325,417,22,16,25
328,324,417,23,17,25
328,324,416,24,18,21
329,326,415,25,18,18
329,325,415,25,17,16
329,325,414,22,18,13
329,327,416,22,18,14
328,326,413,21,18,12
329,325,416,21,18,12
329,327,417,26,18,10
329,324,415,23,18,11
329,326,416,20,17,10
329,327,417,24,18,11
329,326,416,27,18,11
329,325,415,24,18,10
329,327,416,24,16,12
329,324,417,22,17,10
329,327,415,25,17,11
331,325,417,30,17,11
328,324,415,38,17,10
330,326,417,34,17,10
329,325,414,33,18,12
329,325,416,33,18,10
329,325,417,31,17,10
331,325,418,30,19,10
329,325,414,25,18,10
330,325,416,31,17,11
329,324,416,30,16,11
329,325,416,31,17,10
329,325,417,25,16,13
329,325,417,27,17,17
330,326,417,28,16,35
331,325,416,29,18,35
329,325,416,28,16,30
328,324,416,25,17,26
329,325,416,25,18,26
330,325,415,28,19,24
329,325,416,34,20,22
330,325,415,33,20,21
330,325,416,31,20,20
329,323,416,28,19,21
330,324,418,30,19,22
329,325,418,29,19,23
329,324,415,27,17,21
326,326,411,31,18,19
330,324,416,36,18,16
328,325,414,32,18,15
329,324,415,31,19,14
328,323,415,33,18,12
329,324,416,29,18,12
328,323,415,25,19,10
329,321,414,24,18,9
329,324,415,28,19,11
328,324,416,29,22,11
328,323,415,27,22,10
329,324,417,26,21,11
328,325,416,25,21,10
330,324,416,28,21,11
329,325,416,25,21,10
329,323,415,28,20,10
330,324,415,31,20,10
329,324,415,33,22,10
329,324,416,32,20,11
328,325,415,33,21,10
329,325,416,28,21,11
329,324,416,26,20,11
328,325,414,31,20,9
329,324,415,28,21,9
329,324,415,30,21,9
328,326,414,30,24,11
329,326,416,27,23,16
328,325,416,25,24,35
329,325,417,24,25,34
329,326,417,23,24,29
329,327,416,20,25,26
329,326,416,18,26,21
328,325,415,21,24,21
329,327,417,20,24,20
329,325,415,30,26,20
329,325,415,32,23,23
328,325,417,30,23,24
329,324,416,28,21,24
329,326,419,25,21,23
329,325,415,31,21,20
329,326,415,27,21,18
330,326,415,29,23,15
328,325,414,27,21,14
330,326,415,27,23,13
328,326,416,27,22,11
329,326,417,24,26,11
329,326,415,27,23,10
329,326,418,29,22,12
328,325,415,25,23,10
329,326,415,25,23,10
329,327,416,24,23,11
329,327,416,23,22,11
329,327,415,20,24,10
329,326,415,20,21,10
329,326,415,21,22,9
329,325,416,25,25,9
328,325,416,24,26,10
328,325,416,23,26,10
329,326,416,21,26,8
329,325,415,23,27,10
329,325,417,21,24,10
329,325,415,24,24,11
328,326,415,26,27,10
328,325,414,27,23,10
328,327,416,29,22,12
329,326,417,29,21,12
328,324,414,27,22,17
329,326,416,26,23,30
328,325,417,23,21,42
329,325,417,23,21,35
328,326,414,24,21,31
329,326,416,27,19,27
329,325,416,24,18,26
328,326,416,24,19,25
329,327,416,28,19,24
328,326,414,29,20,25
328,325,415,28,19,26
329,325,416,30,19,25
328,323,417,29,20,25
329,325,418,25,19,23
329,325,416,24,21,20
328,326,415,24,19,18
329,326,415,25,22,16
330,327,415,28,21,13
328,326,416,27,21,13
329,326,416,28,21,11
329,326,416,26,21,11
330,326,416,27,21,10
328,325,416,28,20,10
330,325,417,30,20,10
328,324,415,29,21,10
328,325,415,26,19,11
328,325,416,30,19,11
328,325,416,28,19,12
329,325,416,28,20,11
329,325,416,29,20,12
328,325,416,31,20,11
329,325,416,29,19,10
329,326,414,28,19,10
328,325,417,25,18,10
329,325,416,23,17,11
329,326,416,23,18,10
329,325,415,25,16,11
329,324,416,23,17,10
329,324,415,20,18,9
329,325,415,24,18,11
330,327,416,25,18,11
329,324,416,26,17,11
328,325,416,27,17,18
328,325,417,30,18,25
329,325,417,30,17,36
328,325,416,32,17,31
329,326,415,26,21,26
328,327,416,25,20,27
329,326,415,24,19,24
330,325,416,22,19,21
329,326,416,31,20,22
329,324,414,32,19,21
329,325,417,32,19,22
329,324,419,32,18,21
330,325,418,29,19,20
329,326,415,27,19,19
330,327,417,25,18,17
329,326,414,25,19,16
329,326,415,24,17,13
330,326,414,28,19,12
329,326,416,26,17,12
329,327,416,26,18,11
330,325,415,28,17,10
329,326,415,26,17,10
329,324,416,26,20,10
328,325,417,25,18,10
330,324,416,27,19,12
328,325,416,26,18,12
329,325,415,29,20,11
329,327,415,33,18,10
329,325,415,29,19,11
329,326,416,30,18,10
329,327,417,30,19,11
329,327,417,28,17,9
330,326,417,27,18,10
329,325,416,27,16,9
329,326,416,28,18,10
329,325,414,28,16,13
329,326,416,26,17,12
329,325,415,23,17,10
328,327,416,21,17,10
329,326,416,20,18,10
329,324,416,24,19,9
328,325,417,23,17,19
329,325,416,23,17,33
329,325,417,21,17,40
328,326,416,19,18,31
329,327,417,20,18,27
329,326,415,20,17,25
328,326,416,19,17,22
328,326,418,18,18,22
328,326,415,18,19,20
329,327,414,28,19,20
328,325,415,30,18,22
328,326,418,30,19,24
330,325,417,30,18,24
329,326,417,32,18,21
328,326,415,31,18,19
329,326,415,28,17,16
328,326,415,26,19,14
328,327,414,27,19,13
329,328,416,24,19,13
329,328,416,23,18,12
329,326,415,21,18,10
329,326,415,20,19,11
328,326,415,27,18,10
329,324,417,30,18,10
328,324,418,24,17,10
328,326,417,26,17,10
329,327,416,29,18,10
329,326,415,26,16,10
329,326,415,32,16,10
329,325,415,29,18,9
329,327,415,27,16,11
329,326,415,25,17,11
330,327,417,26,18,11
328,326,415,23,17,12
328,325,416,21,16,11
329,327,415,21,17,11
328,325,414,24,18,10
330,326,415,25,20,11
328,326,416,23,20,11
329,327,418,27,20,12
329,325,416,27,19,13
328,327,416,25,18,13
329,327,416,23,18,19
328,326,415,21,17,35
329,327,416,22,18,43
328,327,416,23,18,35
329,328,416,25,17,28
330,327,417,26,18,26
329,325,416,24,17,22
329,326,416,24,17,20
329,327,415,27,18,20
328,325,413,28,18,22
329,327,417,26,18,24
329,326,417,23,20,22
328,326,415,24,18,22
329,327,416,39,20,19
329,327,417,32,20,17
329,327,415,29,20,14
328,327,414,24,21,14
329,327,415,21,22,12
330,326,415,22,23,12
328,327,416,23,22,11
329,326,416,23,20,11
330,326,416,20,20,12
328,327,415,25,21,12
330,327,417,33,20,11
329,326,416,28,21,12
328,326,415,26,20,12
326,327,414,25,22,11
329,326,417,21,19,11
329,327,416,25,18,10
329,325,416,23,19,10
328,328,414,24,18,11
330,327,416,21,18,10
328,326,415,21,16,9
329,325,416,19,17,9
328,326,415,19,18,9
329,327,416,19,18,10
328,326,416,26,17,10
328,326,416,24,16,9
328,326,417,23,17,9
329,327,417,24,19,10
329,326,416,27,18,10
329,326,416,27,18,9
329,327,416,24,19,18
328,326,415,21,18,28
329,326,416,18,19,36
329,327,416,18,17,29
329,326,417,21,18,24
328,326,415,20,17,20
329,326,415,27,17,20
330,327,415,24,17,17
329,326,415,22,16,19
328,326,415,24,15,17
329,326,416,21,16,18
329,325,418,24,17,17
328,325,418,23,17,16
328,325,416,20,16,17
329,327,415,20,16,15
329,327,415,21,18,14
328,326,415,21,19,12
328,326,415,19,17,11
330,326,416,17,18,10
329,326,416,19,19,9
328,326,414,21,19,9
328,325,416,20,18,9
329,326,416,20,19,8
329,325,415,21,22,9
329,326,417,20,20,9
329,325,416,25,20,11
328,325,416,23,19,9
329,325,415,22,22,9
329,327,414,20,22,10
328,327,415,24,20,9
329,326,416,30,20,9
328,325,415,29,19,9
328,325,416,26,18,8
329,326,416,23,18,10
329,326,416,25,18,10
328,326,415,23,18,9
329,326,415,21,19,9
329,328,416,19,19,10
328,326,415,23,18,10
329,327,415,24,19,10
328,326,418,27,19,10
329,327,416,22,18,10
329,326,416,19,17,17
329,327,416,26,16,29
328,327,416,26,17,40
329,327,418,23,18,33
329,328,417,22,17,28
328,326,415,20,17,26
328,326,415,22,18,25
329,326,416,22,16,23
329,326,415,24,17,21
328,327,414,19,17,19
328,325,415,21,17,19
328,326,418,21,16,20
328,327,418,19,19,22
329,326,417,26,20,21
329,326,416,26,21,18
330,328,417,29,19,15
328,327,415,30,18,13
328,327,415,29,19,13
330,329,415,28,18,11
329,328,415,23,17,10
329,327,416,22,18,11
328,327,416,31,18,11
328,326,417,33,19,12
328,326,418,31,19,11
328,327,416,28,18,13
328,326,416,28,17,14
328,327,416,30,17,15
328,327,416,30,18,15
329,329,416,25,18,15
329,329,415,24,16,14
329,328,417,22,17,13
329,327,414,23,16,13
328,327,414,22,16,14
328,327,415,23,16,14
329,326,416,22,16,14
328,326,417,20,17,12
329,328,418,23,16,12
329,327,416,22,19,11
328,327,416,27,17,10
329,329,417,24,17,12
329,329,417,26,18,11
329,329,416,28,19,12
329,328,417,26,17,16
329,328,417,26,17,27
328,328,416,25,18,38
329,329,416,25,18,28
328,327,415,23,18,25
329,326,414,22,17,23
328,327,416,23,18,20
328,326,417,23,19,20
327,327,415,23,18,20
329,326,414,21,19,20
328,327,415,20,18,21
329,327,418,25,19,20
329,327,419,25,18,19
329,328,417,22,19,19
329,329,416,22,20,16
329,327,415,22,20,14
328,327,415,20,21,13
329,327,415,20,21,11
328,327,416,23,19,11
328,328,417,21,20,12
328,327,417,20,20,11
328,327,416,20,20,11
328,328,416,19,20,10
328,327,416,21,19,9
328,328,416,23,19,10
329,327,416,24,20,10
328,328,417,25,19,9
329,327,416,23,20,9
329,327,416,25,21,10
328,327,415,22,19,9
328,327,415,20,19,9
328,328,418,29,20,11
329,327,416,27,19,9
328,327,416,29,20,9
328,328,416,28,20,9
328,327,416,25,20,8
329,328,416,28,20,10
328,328,415,24,21,10
329,327,415,24,20,10
329,327,415,22,21,13
329,327,417,22,21,20
328,326,416,21,20,38
329,327,417,24,20,33
328,327,417,23,20,28
328,327,417,22,20,26
328,326,415,22,23,23
328,328,415,21,22,20
328,328,416,25,23,19
328,328,415,27,22,20
328,327,416,25,21,21
327,326,416,23,21,21
328,326,418,19,20,22
328,326,417,28,21,20
328,327,417,28,22,18
328,326,417,26,22,16
328,328,417,28,23,13
328,328,414,24,21,14
329,329,415,23,22,11
328,327,414,24,21,11
328,328,416,22,20,10
328,327,416,22,21,10
328,326,415,20,19,10
328,326,417,22,19,10
329,327,416,24,19,10
328,327,416,22,17,10
329,327,417,22,17,11
329,329,417,24,19,11
328,328,416,25,18,10
328,327,416,24,18,11
327,326,415,28,20,12
329,327,414,25,19,11
328,327,414,22,19,11
328,327,415,23,20,12
327,327,416,23,20,10
328,328,417,20,20,10
328,328,415,19,20,10
328,328,416,18,22,11
328,327,416,22,22,12
329,327,417,24,21,11
328,328,417,27,22,17
328,326,418,24,19,35
327,327,414,29,21,41
328,328,416,32,20,32
328,328,416,28,18,27
327,328,415,28,17,24
327,328,416,27,17,22
328,328,416,21,18,21
327,328,417,22,17,19
329,327,415,20,17,18
327,326,414,24,18,19
327,326,416,30,17,20
327,325,417,25,17,21
328,327,417,22,17,21
328,328,415,25,19,17
327,327,414,23,18,15
327,327,416,22,17,14
328,327,416,19,19,12
328,327,415,19,17,12
328,328,416,20,17,10
328,327,416,20,19,11
328,327,416,20,19,10
328,328,417,20,18,11
328,326,416,22,18,10
328,326,416,20,17,10
328,327,417,20,17,12
328,328,416,21,16,12
327,327,415,18,17,12
328,328,415,19,18,12
328,328,415,23,18,12
327,328,415,21,18,12
328,328,417,19,17,11
328,327,416,18,18,12
327,328,416,19,17,11
328,327,416,24,18,11
328,327,416,26,17,11
327,326,415,26,18,10
327,328,417,22,17,10
327,328,414,27,17,12
328,329,417,29,18,10
328,327,416,26,16,15
328,327,416,24,18,20
328,329,416,31,20,38
328,329,416,28,17,31
328,328,416,31,18,27
327,328,415,27,19,23
328,329,415,24,20,20
328,326,415,23,19,19
327,327,416,24,19,17
328,328,416,23,19,17
328,327,415,36,22,17
327,327,417,31,21,18
328,326,417,28,20,16
328,328,417,25,20,18
328,329,417,23,18,16
329,328,415,22,19,14
327,328,414,23,20,14
328,328,415,21,18,13
329,329,416,20,17,12
328,329,416,23,18,12
329,328,417,22,17,11
328,328,417,20,17,12
327,328,416,22,16,11
327,327,415,21,18,9
328,328,417,23,17,9
328,328,416,22,17,9
327,330,417,20,16,10
328,329,415,20,16,10
328,329,415,18,16,9
327,329,414,19,17,9
327,330,416,18,16,9
327,328,416,18,16,10
328,330,417,16,15,10
328,330,416,18,17,9
327,328,415,16,16,9
327,329,416,18,16,9
327,329,416,17,17,9
328,329,415,16,17,11
327,328,415,21,16,10
328,330,417,18,16,11
327,329,417,18,17,11
327,329,415,17,16,17
328,329,416,19,16,32
328,330,416,26,17,42
328,329,417,28,18,32
329,330,418,30,17,28
327,329,416,26,17,23
328,330,417,24,16,21
328,329,417,22,17,19
327,329,416,25,16,19
327,328,415,20,16,19
327,328,415,18,16,19
327,330,418,19,18,19
327,329,417,20,18,18
327,329,415,23,18,16
327,329,415,20,19,15
328,330,415,21,19,13
327,329,415,20,19,12
328,329,416,19,19,11
327,328,414,19,18,11
327,330,415,19,18,11
328,329,416,16,18,11
327,330,416,16,18,10
326,327,416,19,17,10
327,330,417,20,18,10
328,328,417,34,18,9
327,329,415,38,18,9
327,329,417,40,17,10
327,330,417,34,18,10
327,329,416,32,16,11
327,329,414,28,16,11
327,330,415,28,17,10
327,330,416,25,17,11
327,330,415,21,17,14
327,329,416,21,17,12
327,329,415,21,17,12
327,330,415,19,17,11
327,330,415,20,20,11
327,330,416,22,19,10
326,328,416,24,18,9
328,328,416,26,18,10
327,329,416,25,17,10
327,329,417,22,17,10
327,329,417,24,17,18
327,329,418,22,16,34
327,328,416,21,17,39
327,330,416,35,17,33
327,330,416,29,18,27
328,330,415,24,17,26
327,330,415,24,18,22
326,329,414,24,19,21
328,330,417,23,19,18
327,328,414,24,19,18
328,328,415,24,19,19
326,328,417,22,18,20
326,328,418,31,19,19
327,330,416,27,19,18
326,328,414,23,19,17
328,329,415,21,19,15
327,330,415,22,18,13
327,330,415,23,18,12
327,330,414,21,18,12
328,329,417,24,17,10
327,330,415,22,18,10
328,328,416,21,17,9
327,329,416,29,18,11
327,328,417,36,17,11
327,329,417,34,18,9
327,330,417,32,18,10
327,330,416,29,18,10
328,329,415,24,18,11
328,330,416,27,17,11
327,331,416,31,18,12
327,329,415,30,17,13
327,329,416,30,16,14
327,329,416,26,17,12
328,329,415,30,17,13
327,329,415,26,17,13
327,329,416,26,18,12
327,329,415,28,17,11
327,329,416,26,17,12
327,329,416,23,17,12
328,328,416,24,16,13
327,329,416,27,17,13
327,329,417,27,18,15
327,329,417,25,18,20
328,330,417,23,18,36
327,330,416,21,17,33
328,329,416,21,18,27
327,330,415,21,17,24
327,330,415,20,19,20
327,330,417,18,18,20
327,330,417,25,18,18
327,328,415,23,17,17
328,328,414,21,17,16
327,328,415,19,18,16
327,329,417,19,17,15
328,329,419,20,18,16
327,328,416,23,18,15
327,329,416,19,17,13
327,329,415,19,17,12
327,329,415,19,19,12
327,329,415,23,19,11
327,329,415,21,18,9
327,330,416,22,17,10
327,329,416,22,16,9
327,328,415,20,16,10
326,329,416,24,17,10
327,329,416,22,17,9
327,328,415,29,18,11
327,328,416,24,19,10
326,329,416,31,19,11
327,330,416,27,19,12
328,329,416,29,19,11
327,330,415,26,18,13
327,330,415,27,20,12
326,329,416,30,19,12
327,328,416,25,17,11
326,329,417,25,17,11
327,328,416,32,18,12
327,328,416,29,17,11
326,330,416,29,17,11
327,329,416,27,16,11
326,328,415,25,18,11
327,329,415,23,18,12
326,328,415,26,17,12
326,328,416,22,17,14
326,328,415,25,17,23
327,329,415,25,16,42
327,330,416,33,16,34
327,329,417,29,16,29
327,329,416,26,17,25
327,329,414,32,17,23
327,329,414,35,17,20
327,330,416,37,18,19
327,329,415,34,16,22
327,329,416,29,18,22
327,330,417,27,17,25
326,329,417,25,18,26
327,329,417,23,17,25
326,330,416,24,16,21
327,329,416,26,17,19
327,329,416,27,17,17
327,329,416,32,17,15
327,330,416,35,18,14
326,329,415,28,17,12
327,330,416,28,16,11
327,328,414,29,17,10
327,329,416,29,18,11
326,329,416,26,16,11
326,329,417,29,16,13
327,328,415,23,16,11
327,328,415,25,18,11
327,330,416,22,18,11
326,329,416,22,17,10
327,330,415,20,17,10
327,330,415,21,17,11
327,330,416,22,17,11
326,329,416,20,16,10
327,330,416,23,16,11
327,330,415,21,16,9
327,329,415,20,16,10
326,328,416,18,16,10
327,329,416,23,20,11
326,328,416,21,21,11
326,329,415,26,22,10
327,328,417,27,20,9
326,328,417,24,20,10
327,329,417,29,18,10
327,330,416,26,19,17
327,330,416,28,20,34
327,330,417,25,20,34
327,331,416,23,18,27
327,330,415,20,18,26
328,330,415,20,17,23
328,329,416,24,16,22
326,328,416,28,18,20
327,328,415,25,18,20
328,328,416,22,17,18
326,328,416,24,18,19
327,328,417,24,16,18
327,328,417,22,17,18
327,329,416,24,16,16
327,330,414,25,18,14
327,330,415,21,16,13
327,330,416,20,18,11
328,329,415,27,18,11
327,329,416,33,17,10
327,329,416,28,18,10
327,329,417,25,18,10
327,329,415,35,18,10
327,329,416,35,19,10
326,329,417,33,18,10
327,328,417,28,19,10
326,329,416,30,18,10
328,330,415,26,18,9
327,329,416,23,18,9
327,329,416,24,19,10
327,330,416,21,19,10
327,330,415,28,19,10
327,328,416,25,18,10
327,329,415,23,18,11
326,329,416,21,18,11
326,329,415,19,19,9
327,329,415,17,21,11
327,329,416,22,18,9
327,330,417,24,19,10
326,329,416,27,20,9
327,330,416,30,19,11
328,329,416,27,19,9
327,330,417,26,19,18
327,329,415,32,18,33
327,329,416,30,18,35
327,330,417,28,17,28
328,329,417,23,18,24
327,330,415,20,18,22
326,329,413,20,17,20
327,330,415,20,16,19
328,329,415,21,17,18
327,328,415,19,17,19
327,328,416,18,16,21
326,328,417,24,17,21
327,328,417,23,17,20
326,330,416,23,18,18
327,329,416,21,17,16
327,330,415,19,20,13
327,330,416,23,18,13
327,330,416,21,17,11
328,330,416,28,19,12
327,330,416,23,19,10
326,328,415,20,18,11
326,330,415,18,18,11
327,328,416,18,18,12
326,330,416,21,16,11
327,329,416,24,16,13
326,329,415,26,16,13
326,329,416,21,16,12
328,330,416,21,16,12
327,330,415,21,17,12
327,330,417,23,17,13
326,330,416,21,17,14
327,330,416,19,16,13
327,329,416,17,17,14
327,329,415,22,17,13
327,329,415,21,17,14
326,329,415,20,16,12
326,329,415,19,17,12
327,330,417,21,17,12
327,329,416,22,18,13
326,329,415,22,16,14
326,329,416,27,18,17
326,328,414,22,18,16
326,330,415,21,17,20
326,329,416,21,18,42
327,329,416,20,17,44
326,329,416,19,17,34
327,329,416,26,19,27
326,330,415,26,18,23
327,329,415,23,18,21
326,331,416,25,18,17
328,329,416,22,18,17
326,330,414,24,17,16
327,329,416,23,16,17
326,329,419,22,18,19
327,328,418,23,18,18
327,328,416,23,16,16
327,330,415,29,16,15
327,330,415,27,18,12
326,331,413,24,18,12
328,328,415,26,18,11
327,329,416,27,19,10
327,329,418,24,18,11
326,328,416,24,20,9
326,327,415,23,19,10
327,329,416,27,21,11
326,328,416,24,20,10
327,329,416,21,20,11
327,330,416,20,19,9
327,330,415,23,18,10
327,330,417,28,19,8
327,330,416,26,19,9
327,330,416,26,18,8
327,330,416,26,17,9
327,329,417,27,18,8
326,329,416,25,18,9
327,329,415,27,17,9
326,329,415,26,17,10
327,329,416,25,18,9
327,328,414,23,18,11
326,329,414,25,18,11
326,328,416,26,18,10
326,329,416,25,17,10
327,329,416,23,18,11
327,329,414,24,17,8
327,329,415,22,17,16
327,329,416,21,18,20
327,329,416,23,17,35
327,330,417,28,16,29
327,330,417,26,17,25
326,329,415,23,16,24
327,330,416,25,16,20
327,330,415,24,17,20
328,330,415,23,16,19
328,329,416,24,17,19
327,328,415,25,17,19
326,329,417,24,17,19
327,329,418,24,16,17
327,329,416,21,18,16
327,330,416,22,18,15
327,329,416,22,18,14
327,329,416,20,18,12
327,330,415,21,19,13
327,330,415,26,19,12
327,330,415,26,20,10
327,329,416,24,17,11
327,329,415,24,18,10
326,328,415,22,16,11
327,328,416,23,17,10
327,329,417,27,18,9
327,329,416,24,16,9
326,329,416,23,18,10
327,329,416,21,18,11
327,328,415,25,16,11
327,329,416,26,18,10
326,330,416,24,17,10
327,329,415,25,16,9
327,329,415,28,16,11
327,329,416,26,16,11
327,329,415,26,16,11
326,329,415,24,16,10
327,329,416,23,16,10
326,329,416,22,17,11
327,329,416,23,17,11
327,329,416,22,16,10
327,330,416,24,16,11
327,330,417,21,16,12
327,331,416,19,16,15
327,329,416,25,18,22
326,330,416,24,18,42
327,329,417,21,16,36
327,329,416,21,19,29
327,330,414,24,18,25
326,329,415,23,16,21
326,329,416,22,18,20
327,329,415,21,16,19
326,330,415,20,17,18
326,328,413,23,17,18
326,328,415,20,16,20
326,328,416,24,17,22
326,330,417,28,17,21
327,329,417,26,18,17
327,329,415,27,17,16
326,331,415,27,19,13
327,329,414,29,18,14
327,329,416,26,18,12
327,330,416,22,17,12
327,330,416,21,18,10
327,329,415,20,17,10
327,329,416,19,16,11
326,329,416,19,17,10
326,330,417,18,17,10
327,330,416,20,16,11
327,330,415,24,18,12
327,329,416,23,17,11
327,330,416,27,16,12
326,330,417,35,18,14
327,329,415,32,18,13
327,330,416,27,17,12
327,330,416,26,17,13
327,329,415,22,18,12
326,329,416,24,17,14
326,329,416,23,17,12
326,330,416,23,17,12
326,329,416,23,17,10
326,329,416,25,16,11
327,330,416,22,17,9
327,330,417,26,17,11
326,330,417,21,18,10
326,329,417,23,18,11
327,330,416,26,18,18
327,330,416,28,18,27
326,330,416,27,21,42
326,330,417,23,20,34
326,330,417,22,18,28
326,330,417,23,19,23
327,329,415,26,20,21
327,330,416,28,20,17
327,330,416,27,20,16
327,330,413,24,22,15
326,330,415,23,23,15
326,329,417,33,23,15
327,329,418,29,23,14
326,330,416,31,22,14
326,330,416,27,20,14
327,329,415,24,19,13
326,329,415,24,17,10
327,329,416,22,17,11
327,330,416,23,16,11
326,330,416,27,18,12
328,329,417,23,16,11
326,329,416,23,18,13
326,328,416,22,17,13
326,329,417,25,15,15
326,327,416,22,17,15
327,330,417,21,17,15
326,329,416,23,18,14
327,329,416,21,17,13
327,329,415,19,16,15
327,328,413,25,17,14
324,329,413,25,19,16
327,331,418,23,18,15
324,334,415,21,17,15
331,330,420,22,19,14
330,323,417,23,19,13
326,327,412,21,17,13
329,328,414,21,17,12
329,327,415,20,18,13
329,332,415,20,17,14
328,330,418,18,16,13
330,333,418,18,17,17
329,335,418,20,17,23
328,334,415,19,17,40
330,330,418,21,20,33
328,330,418,25,17,26
329,332,420,24,19,22
329,332,420,20,19,19
329,332,416,20,18,17
328,332,413,23,19,15
327,333,414,24,18,13
328,330,413,23,19,12
328,333,416,21,19,12
328,334,419,19,19,11
328,333,420,26,20,11
327,332,415,25,19,12
328,335,415,29,21,12
331,337,419,28,22,12
327,337,414,25,24,14
327,334,413,36,23,13
330,338,417,42,27,14
327,335,415,37,29,15
327,336,416,29,30,15
327,336,414,25,28,16
328,337,413,27,28,16
331,338,421,26,27,17
327,340,418,25,28,18
330,337,418,29,27,21
329,336,415,33,25,20
329,341,417,29,26,21
332,340,419,36,29,21
331,343,415,40,29,20
333,342,415,38,28,20
331,337,414,37,27,20
333,338,418,42,24,19
334,337,420,36,25,18
333,339,417,39,26,18
337,339,425,37,25,19
335,340,417,37,27,17
335,337,412,34,27,18
334,337,412,37,27,19
335,337,415,38,27,21
337,336,422,33,29,48
336,336,421,32,27,46
336,337,421,35,25,36
336,338,417,38,24,29
336,338,416,34,23,23
336,339,415,37,22,18
337,338,419,36,21,17
336,338,417,33,20,15
336,339,417,31,22,13
336,339,416,30,20,13
336,340,415,29,19,12
336,341,415,31,20,11
336,339,418,27,20,10
336,339,418,28,19,14
335,339,417,27,18,14
334,337,417,25,18,13
336,338,416,28,19,15
335,337,415,43,21,15
335,339,415,36,19,14
335,338,414,32,18,14
334,339,416,31,18,16
335,339,419,29,17,16
334,338,417,27,19,17
335,339,418,25,17,17
335,340,419,21,18,18
334,339,417,25,18,18
335,340,418,26,18,18
334,340,416,25,18,19
333,339,416,30,17,20
333,339,418,32,20,20
334,339,418,36,20,18
334,339,418,32,20,17
335,339,416,39,22,17
334,339,416,40,21,17
333,338,416,37,21,18
333,339,416,31,21,19
334,339,415,34,22,19
335,337,414,36,21,22
335,336,416,33,21,36
333,337,417,28,20,38
333,337,416,28,21,29
333,338,418,31,19,23
333,338,418,36,22,19
334,336,418,39,22,16
334,334,420,36,21,15
334,334,416,35,21,14
334,334,415,39,21,12
333,335,414,37,21,13
332,335,418,36,21,11
332,332,420,38,20,11
330,332,419,43,20,11
331,332,419,38,20,10
331,332,419,36,20,11
328,332,418,32,20,9
330,336,423,29,20,9
333,334,424,26,18,9
334,332,422,24,21,9
335,334,420,25,21,9
333,337,416,32,21,10
332,337,412,29,21,11
330,335,412,29,23,13
331,334,412,26,23,12
331,335,414,30,21,12
330,335,415,27,22,13
330,336,414,30,20,13
330,334,416,26,20,12
329,334,418,28,20,13
328,332,415,29,19,12
329,334,415,30,19,13
327,335,411,33,19,12
330,337,413,40,19,13
329,336,415,38,20,14
330,338,416,31,18,15
330,337,413,34,19,18
331,339,411,34,18,31
332,340,415,31,21,30
333,338,417,32,18,25
333,339,421,32,20,21
333,338,421,32,22,20
333,337,419,33,21,18
334,339,418,31,19,16
333,337,418,42,22,16
332,335,419,44,22,15
333,335,420,44,20,15
334,335,421,36,20,14
333,335,420,40,21,15
333,335,418,37,19,14
333,336,416,48,21,12
334,337,417,48,20,12
332,337,415,43,19,11
333,337,414,41,23,11
333,336,415,38,20,10
333,337,416,31,21,9
332,337,416,39,24,9
331,333,416,44,23,10
331,334,418,41,21,10
332,334,420,41,24,11
332,334,417,34,22,11
333,335,416,31,23,11
333,336,416,31,25,11
332,336,413,30,24,12
331,336,415,33,23,11
333,336,417,31,22,10
335,336,419,34,24,12
335,336,419,47,24,15
335,335,419,40,22,14
335,334,417,44,23,16
336,337,417,46,22,19
335,335,415,43,21,33
335,340,419,42,20,41
336,337,419,38,20,32
338,337,420,45,20,26
338,337,418,38,19,23
336,334,410,48,20,21
339,337,415,51,19,19
337,342,413,45,18,17
340,339,417,58,18,17
339,339,417,49,17,18
338,337,414,45,18,17
340,338,417,47,19,17
339,338,416,41,18,15
340,339,418,40,19,14
340,337,420,42,19,13
339,338,418,38,18,12
340,338,419,42,18,12
340,339,415,40,19,11
342,339,419,36,17,11
341,338,420,44,17,10
342,337,420,42,18,9
341,337,411,35,16,9
340,338,415,37,16,10
342,339,418,49,16,9
343,334,418,40,18,9
343,334,418,43,17,10
343,335,418,42,17,9
341,336,415,50,18,8
343,338,419,41,18,11
342,337,417,51,18,13
343,336,418,51,16,14
343,339,418,47,18,11
344,341,420,47,17,11
344,338,420,47,18,11
344,335,418,42,16,12
345,337,418,47,18,12
344,339,417,38,17,15
346,338,421,37,19,22
344,338,415,37,19,38
345,339,418,37,20,34
343,338,415,38,18,27
344,337,416,34,18,24
345,338,416,38,16,20
344,338,416,35,17,19
343,339,418,31,17,19
343,339,416,31,17,18
343,337,416,35,17,18
342,336,417,31,16,16
344,336,420,33,16,15
344,337,420,48,18,15
343,339,419,43,17,14
342,339,418,50,18,12
343,340,417,53,18,12
342,338,417,40,20,10
342,340,415,44,20,11
341,340,415,39,19,10
341,340,416,41,21,9
341,338,415,41,20,11
342,338,416,37,19,10
341,336,419,35,20,9
341,337,417,30,19,9
340,337,418,39,21,9
340,336,417,41,21,9
342,338,418,34,20,9
