8\xfcX axis acceleration,Y axis acceleration,Z axis acceleration,Bicep signal,Shoulder signal,Pectoral signal
347,340,418,13,28,19
347,341,417,13,28,19
348,341,417,12,28,25
347,341,417,12,28,42
347,340,417,13,28,39
347,341,418,12,28,36
348,341,417,13,28,34
347,340,418,12,27,34
347,341,417,12,29,35
347,341,418,14,27,37
347,341,418,12,27,39
348,341,418,12,27,39
347,340,418,13,26,39
347,340,417,12,27,40
347,341,417,13,29,38
346,340,417,13,29,34
347,340,417,13,28,29
348,340,417,13,29,27
347,341,418,14,27,24
346,340,418,14,24,22
347,341,417,13,22,20
347,341,418,13,22,20
347,341,418,13,21,17
347,340,418,14,21,16
347,341,417,13,20,15
346,340,418,14,20,13
346,340,418,14,20,12
347,341,417,13,22,13
347,340,418,14,20,12
347,340,417,14,23,11
346,341,418,14,22,11
346,339,418,14,22,13
346,341,417,13,26,15
347,340,417,14,25,15
345,341,417,14,25,13
346,340,417,13,27,12
346,340,418,13,24,12
346,341,417,13,27,11
346,340,417,14,29,10
347,340,418,14,27,17
345,340,418,13,31,41
346,340,417,15,28,51
347,341,418,14,27,39
345,340,417,15,26,32
345,339,417,13,24,25
346,340,417,15,23,22
346,340,418,16,23,19
346,341,417,15,25,17
347,341,419,15,24,17
345,340,417,15,25,15
345,341,417,14,25,14
346,341,418,13,27,13
345,340,417,14,27,14
346,340,417,13,28,14
347,340,419,14,26,19
347,341,418,15,28,22
346,342,417,14,29,25
346,340,418,15,30,30
346,341,417,16,30,33
347,341,418,16,31,38
347,342,418,16,30,43
346,341,417,16,29,47
346,340,417,16,29,51
347,340,417,15,28,57
347,342,418,15,28,62
347,340,418,15,30,62
346,341,417,14,29,63
346,341,418,15,26,65
347,341,418,15,26,68
346,341,417,14,25,68
347,340,418,16,25,71
346,341,417,16,25,71
347,342,417,16,24,72
346,342,417,16,25,68
347,341,418,18,26,64
346,341,417,16,26,67
346,341,417,16,25,69
346,341,418,17,25,73
346,341,418,15,24,75
347,340,418,15,24,79
346,340,418,14,24,75
346,341,417,14,24,72
346,341,418,14,23,108
347,340,418,14,22,106
347,340,418,13,22,91
346,341,417,15,23,80
346,341,416,13,21,71
346,339,417,14,20,64
348,341,418,14,21,61
348,342,418,16,21,59
347,342,418,15,19,53
347,340,418,16,19,51
346,341,418,14,20,49
347,341,417,15,20,49
347,341,418,14,20,51
347,340,417,14,19,53
347,340,418,16,18,54
347,341,417,14,20,53
348,340,417,14,20,52
347,341,418,14,18,51
347,340,417,15,20,50
346,341,418,15,21,48
347,341,418,13,21,49
347,341,417,13,21,49
347,339,417,13,21,48
348,340,417,12,22,48
347,341,417,12,21,46
346,340,417,13,21,45
346,341,417,13,22,44
347,341,417,13,21,43
347,340,419,12,21,43
349,341,418,12,21,42
348,341,418,12,21,40
347,341,417,14,22,36
347,339,417,14,22,32
347,340,417,14,23,30
347,340,418,13,22,30
347,341,417,14,23,30
346,340,418,13,23,32
346,341,417,13,23,31
346,339,417,13,23,28
346,340,418,13,21,31
347,341,417,13,22,59
347,341,417,12,23,51
347,340,418,13,22,40
347,341,417,14,20,32
346,341,417,12,22,26
347,340,418,12,21,23
347,341,418,12,22,22
347,341,418,13,21,21
347,342,418,13,22,23
347,342,418,13,24,26
347,340,417,12,22,25
347,340,419,14,23,26
347,341,417,12,24,26
346,341,417,13,23,23
347,340,417,14,23,22
347,340,418,13,22,22
347,341,418,13,22,23
347,341,418,14,21,22
347,341,418,14,22,20
346,342,417,14,21,18
347,343,418,14,20,16
348,340,418,15,19,15
347,339,417,14,20,15
347,341,418,13,18,15
348,342,417,14,21,13
347,341,418,14,21,14
347,340,418,13,24,13
347,340,417,13,29,11
348,341,417,15,30,11
348,341,418,14,32,10
347,341,418,14,38,10
348,341,417,15,44,9
348,341,417,13,47,9
347,341,418,15,53,10
347,341,418,14,59,15
347,342,417,15,64,15
347,342,417,16,72,15
346,341,416,14,77,13
347,340,417,14,83,13
348,342,418,15,86,12
347,343,417,13,90,11
347,341,418,16,97,20
348,341,418,18,99,44
348,342,418,16,104,44
348,341,417,17,109,38
347,342,418,19,117,36
347,341,417,20,120,34
347,341,418,21,122,34
347,342,418,22,126,34
348,341,417,22,127,34
347,340,417,22,132,37
347,341,417,24,134,42
346,341,417,23,138,43
346,340,417,22,139,41
347,340,417,22,140,38
347,341,418,24,143,35
347,342,418,24,144,34
348,342,418,22,146,32
346,340,417,21,146,32
346,340,417,22,147,33
347,342,417,20,145,34
347,342,417,21,140,35
347,340,417,22,140,34
347,340,417,23,139,33
347,341,419,24,135,33
348,342,418,24,132,34
346,341,417,25,129,35
346,341,417,22,126,36
347,342,418,22,125,35
348,342,418,23,121,36
347,342,416,22,118,36
346,340,417,20,115,37
347,342,418,21,112,38
347,341,417,19,108,38
347,341,418,18,104,40
346,341,418,19,101,41
348,342,418,17,99,39
347,341,417,16,94,38
346,341,417,16,90,37
348,341,418,17,84,36
347,340,417,16,81,34
347,340,417,15,78,46
347,341,418,15,72,46
348,341,419,16,71,44
347,342,417,17,67,45
346,341,418,16,64,49
347,341,418,17,61,53
347,341,418,16,57,56
347,341,417,17,55,58
346,340,419,19,52,60
347,342,418,18,51,63
348,341,417,18,45,66
347,340,418,19,44,68
346,341,418,21,41,70
346,342,417,19,39,67
347,341,418,17,37,64
347,340,417,17,37,61
346,340,418,17,34,59
347,341,417,15,32,57
346,341,417,15,29,56
346,340,418,14,28,56
347,342,417,15,25,54
347,341,418,16,23,55
347,341,417,17,22,54
347,341,417,17,21,52
346,340,418,15,19,50
347,341,417,14,18,48
347,342,417,14,18,48
346,341,417,13,18,49
346,340,417,14,17,48
346,340,417,13,19,46
347,341,417,13,19,46
347,342,418,13,19,46
347,341,418,13,20,46
346,341,418,14,22,47
347,340,417,13,23,47
347,341,418,12,24,48
347,342,417,13,25,52
346,341,418,12,25,52
346,341,418,12,25,52
346,341,417,13,26,49
347,342,417,12,26,48
346,341,417,14,28,46
347,341,418,13,29,56
347,341,417,13,32,55
346,340,418,13,33,52
347,342,417,12,36,51
346,341,418,13,38,55
346,340,417,12,39,56
346,340,419,13,40,56
347,341,418,14,41,58
346,341,417,13,42,61
346,341,416,12,43,61
346,340,418,14,41,62
346,340,417,12,43,62
346,341,417,13,44,60
346,340,417,12,43,57
346,341,417,13,44,51
347,342,417,13,43,47
346,341,418,13,43,40
346,341,418,14,41,36
346,341,417,14,44,32
346,341,417,14,44,29
346,340,418,13,44,28
346,341,417,13,47,25
346,341,417,13,49,23
345,340,417,13,49,21
346,341,418,13,50,19
346,342,417,14,50,18
347,341,418,13,52,19
346,342,418,13,54,16
346,341,417,13,55,16
346,341,418,13,54,14
346,342,416,12,55,13
346,340,417,13,57,12
346,341,417,13,57,12
346,341,417,13,56,13
346,342,418,13,58,11
347,340,417,14,58,13
346,339,417,14,57,15
346,341,418,14,59,14
346,342,418,12,59,13
346,341,417,12,58,12
347,341,418,12,60,11
346,341,418,14,61,11
347,341,417,13,61,21
347,340,418,14,60,43
346,341,417,13,59,43
346,341,418,14,60,35
346,341,419,13,61,32
346,340,418,13,61,28
346,341,417,14,62,26
347,341,418,13,63,26
346,340,418,14,60,28
345,340,417,15,63,31
346,341,417,15,61,33
346,341,417,16,60,35
346,342,417,16,60,32
346,341,417,17,61,29
347,340,418,16,59,24
347,340,418,16,57,22
346,340,417,15,56,19
347,340,417,14,55,18
347,340,418,16,52,16
347,340,418,14,50,14
347,341,417,14,48,13
346,342,418,13,45,13
347,342,417,15,42,11
346,342,417,14,38,11
346,340,417,13,35,12
346,341,417,14,33,16
346,341,418,13,31,18
346,342,417,13,30,19
347,341,417,14,28,17
347,339,416,13,26,14
347,341,416,13,24,16
348,342,417,13,22,15
348,343,418,12,21,14
349,342,418,14,19,15
349,340,417,13,19,15
348,341,417,15,20,13
349,342,417,15,20,14
350,343,417,15,21,17
350,341,419,15,25,19
349,340,418,18,25,19
350,342,417,19,30,19
350,341,419,23,29,22
350,342,419,24,31,47
348,343,413,25,32,59
349,341,417,26,36,44
349,341,417,26,39,37
351,343,418,26,40,31
350,343,417,26,42,25
351,340,418,27,44,24
351,342,415,27,47,20
351,342,417,29,49,20
351,343,418,29,46,20
350,343,417,28,44,20
349,342,417,29,46,17
350,342,417,29,42,16
350,343,418,28,44,15
350,342,417,30,46,14
350,342,417,27,48,13
349,342,416,27,46,12
349,341,417,26,48,13
349,341,417,26,50,13
351,342,418,26,51,14
350,342,417,27,52,12
350,341,417,25,51,14
349,341,416,24,49,16
351,342,417,24,47,17
351,342,417,24,48,19
350,341,418,26,49,22
350,343,416,25,50,25
351,342,417,25,48,29
351,341,420,26,49,33
349,343,416,23,48,39
350,341,417,23,48,40
349,339,418,25,49,46
349,341,415,24,48,50
349,341,417,24,47,50
350,343,417,25,49,57
349,342,416,23,48,64
351,340,416,22,50,73
349,338,416,23,50,83
351,340,417,23,54,92
352,341,418,24,54,101
350,341,416,24,57,105
350,340,418,25,56,154
351,341,419,25,58,165
352,342,420,26,63,158
350,341,416,27,68,154
350,341,419,28,75,154
350,340,417,29,77,157
350,341,416,32,83,162
351,342,418,34,86,164
351,340,416,37,88,167
351,340,417,41,91,167
351,340,416,40,92,169
350,342,417,38,92,173
351,341,417,41,93,181
351,340,417,42,94,188
350,340,416,44,92,189
351,342,417,47,96,194
351,341,417,49,97,192
350,340,417,51,100,189
351,341,418,53,103,186
351,341,417,54,107,180
351,341,418,55,112,175
350,341,417,56,114,172
350,341,416,60,115,164
350,341,416,61,114,160
350,341,417,65,117,154
351,341,418,66,120,150
352,343,417,66,121,147
351,342,418,67,124,145
351,341,416,65,124,142
351,342,416,65,127,140
351,342,417,64,129,137
351,341,416,65,132,131
351,342,417,65,133,130
352,341,417,62,133,131
352,341,417,63,131,129
351,343,417,64,129,129
351,343,417,62,129,128
351,341,416,59,127,116
351,340,417,59,122,150
351,342,417,58,124,152
351,342,416,58,122,134
351,343,417,56,119,122
351,342,417,58,116,112
351,341,417,61,114,104
352,341,417,58,108,98
352,342,416,56,104,92
351,342,417,55,100,86
352,342,417,55,97,81
352,342,417,53,93,77
352,343,417,54,89,75
352,342,417,52,86,72
351,342,417,52,84,72
351,340,417,50,80,69
352,342,417,48,79,68
352,341,417,50,77,63
351,341,417,50,72,62
352,342,417,47,70,60
351,342,417,46,70,58
351,342,417,43,68,55
352,342,418,42,66,55
352,342,417,40,63,53
351,341,416,38,61,50
351,343,416,35,56,49
352,342,418,32,53,45
352,341,417,31,51,43
352,342,417,31,47,39
351,342,416,29,44,36
352,342,417,27,43,33
351,341,417,25,40,30
351,341,417,25,38,24
352,343,417,21,35,20
351,342,416,20,34,18
351,341,416,21,30,16
352,343,417,18,28,14
352,341,417,17,26,15
352,341,417,16,24,15
351,343,417,17,22,20
351,343,418,14,21,47
352,341,417,15,19,46
351,341,417,14,21,42
351,342,417,14,21,41
352,342,417,13,22,41
351,342,417,13,24,42
351,343,417,14,25,40
352,342,417,13,28,42
351,343,417,13,27,46
352,343,417,13,31,49
351,343,418,14,32,53
352,341,416,13,33,55
352,342,418,12,35,53
351,342,417,13,36,53
352,343,417,12,36,50
350,342,417,12,37,49
351,342,418,13,36,46
351,341,417,13,37,48
351,343,417,12,38,48
352,342,417,13,39,49
351,341,417,13,39,48
351,342,416,12,42,47
352,342,418,13,46,47
351,342,417,12,47,47
351,342,417,13,49,48
351,342,417,15,50,48
352,343,417,14,54,47
351,343,417,17,54,46
351,342,417,18,57,47
351,342,416,21,58,46
351,341,417,21,58,46
351,342,417,20,63,49
351,343,417,22,63,54
351,342,417,22,65,57
351,341,417,25,68,56
351,342,417,26,69,57
351,342,417,25,72,54
352,342,417,27,75,51
351,341,417,28,76,49
352,341,417,28,77,56
351,342,417,29,81,61
351,342,417,32,81,51
351,341,417,33,82,55
352,343,417,34,85,59
351,342,417,35,87,61
351,342,417,34,90,63
351,343,416,35,89,66
352,342,418,34,90,67
352,343,417,36,91,69
351,342,416,36,90,68
351,342,418,35,91,70
351,343,417,36,89,67
351,341,417,36,88,65
351,342,416,36,87,60
351,343,416,36,85,55
352,342,417,36,85,51
350,342,416,32,81,48
351,342,417,35,80,46
352,342,416,34,79,45
351,342,416,33,81,43
351,342,417,32,80,42
351,341,418,29,79,40
350,341,417,29,79,38
351,342,417,30,77,37
351,342,417,30,78,37
351,342,416,29,75,36
351,342,417,30,74,37
351,342,417,28,75,36
352,341,417,30,75,34
350,341,416,30,75,36
351,341,417,29,75,35
350,342,417,28,75,37
350,342,418,27,75,40
350,341,417,28,76,40
351,342,417,27,75,39
351,341,417,25,75,37
351,343,417,24,75,35
351,342,417,22,75,36
351,343,417,21,74,36
351,341,416,23,74,47
351,342,416,20,72,48
350,341,417,21,70,41
351,341,417,19,68,44
351,342,417,18,64,48
351,341,417,18,63,52
350,342,418,16,60,54
352,342,417,18,61,52
351,342,417,16,61,53
351,342,416,17,62,54
350,342,416,16,59,52
350,343,418,18,56,52
351,343,419,16,56,50
350,339,416,16,58,47
349,339,416,14,56,41
351,340,416,15,56,37
352,340,417,14,55,30
350,341,417,15,55,26
351,339,416,14,56,22
350,340,417,14,55,19
351,342,417,14,50,17
350,342,418,14,53,16
352,341,418,13,49,15
351,341,417,13,47,13
351,340,418,13,46,13
351,339,417,13,42,12
350,341,417,13,44,13
351,341,418,12,41,10
351,340,416,12,39,11
350,339,416,13,38,11
350,340,416,12,37,10
349,341,417,13,35,10
351,341,417,13,35,11
351,340,418,12,32,14
350,340,416,13,35,13
349,340,418,12,32,12
349,340,417,14,33,13
351,340,418,13,30,12
351,339,416,12,27,13
350,340,417,13,25,12
351,341,418,11,26,17
350,341,418,13,25,50
350,340,417,12,25,51
351,341,417,12,22,41
350,340,417,12,23,37
351,341,417,13,20,32
350,340,417,13,21,29
349,340,417,12,21,29
350,340,417,12,21,29
350,341,417,13,22,30
349,341,417,13,25,31
349,341,417,13,24,32
349,340,418,13,24,30
350,341,417,13,23,28
351,340,417,12,24,24
350,341,418,13,26,20
349,339,416,12,23,18
349,342,417,12,25,16
350,341,417,12,25,16
350,340,417,13,25,14
350,340,417,13,22,12
350,341,417,13,25,12
350,342,417,13,24,12
350,340,417,13,23,12
349,340,417,12,23,10
350,341,417,12,23,11
351,342,418,13,23,10
349,340,417,12,22,11
350,341,417,12,21,9
350,340,417,12,20,9
350,341,418,12,19,10
350,340,416,13,21,10
351,341,418,12,20,11
350,340,417,13,20,8
350,340,416,13,19,10
349,341,417,12,22,11
350,341,417,12,21,11
350,340,417,12,20,10
349,340,417,12,20,9
350,340,417,12,21,9
349,340,417,13,20,11
349,340,418,14,21,18
349,340,416,12,24,36
350,340,417,13,23,50
350,340,418,13,23,43
350,340,417,13,23,37
349,341,418,13,22,35
349,340,417,12,22,33
349,339,417,12,21,33
350,341,417,12,22,32
350,340,417,12,23,32
350,340,418,12,23,32
350,341,417,13,24,32
350,341,418,12,26,32
350,341,417,12,27,29
350,340,418,13,26,27
350,341,417,12,27,23
349,340,417,12,27,20
350,341,417,13,26,17
349,342,417,13,27,16
349,341,418,12,27,14
349,341,417,13,26,14
350,340,417,13,29,13
349,340,417,12,29,12
349,340,417,12,31,14
349,341,417,12,30,12
350,340,417,13,30,12
349,339,417,13,30,10
350,340,417,13,29,10
351,341,418,13,30,10
349,340,417,12,31,11
349,340,417,13,29,9
349,339,418,13,28,9
350,341,417,12,28,10
351,342,418,13,30,10
350,340,417,12,29,14
350,340,417,13,28,12
349,341,417,13,27,14
349,341,417,12,28,13
349,341,416,12,27,12
349,340,416,12,25,12
351,341,419,12,24,14
350,342,417,12,25,23
350,340,417,12,26,49
350,341,416,13,24,43
349,341,417,12,25,39
350,341,417,13,24,37
349,341,417,13,23,36
350,341,417,12,21,35
349,340,418,13,21,35
350,341,417,12,20,34
350,341,417,14,20,34
349,340,418,13,18,38
348,341,417,12,20,36
350,340,418,13,20,36
350,341,417,13,19,31
349,341,417,12,21,27
349,340,417,13,19,24
349,341,417,12,20,22
349,341,416,12,20,22
349,340,417,13,19,19
350,341,417,12,19,19
349,340,418,13,19,17
349,341,417,13,19,16
349,341,417,13,20,14
349,341,418,13,18,13
350,341,418,12,18,12
349,342,418,13,18,13
349,341,416,11,17,12
350,340,417,11,16,12
350,341,417,13,16,14
349,341,418,12,16,14
350,342,417,12,15,13
349,341,417,12,17,12
349,340,417,12,17,14
349,340,417,11,16,14
350,342,418,13,16,15
349,340,417,12,17,19
349,341,416,12,17,19
350,341,417,13,17,19
349,341,418,13,19,20
349,340,416,12,21,19
350,341,417,12,23,18
350,341,417,12,24,23
349,341,417,12,27,34
349,340,417,12,29,55
349,340,417,13,30,47
350,341,418,12,32,44
349,340,417,12,33,43
349,341,418,13,37,43
350,341,418,11,43,43
349,341,417,13,46,41
349,341,417,12,52,41
348,341,418,12,59,44
350,340,417,13,67,44
350,341,417,13,75,42
349,341,417,13,84,39
350,340,417,12,93,33
350,340,417,13,101,25
349,340,418,13,110,21
350,342,418,13,119,18
349,340,417,12,127,15
349,341,417,12,131,16
349,342,417,13,136,16
349,340,417,12,140,17
350,341,417,12,142,21
350,340,417,13,142,24
351,341,419,12,141,26
350,341,418,13,139,31
350,341,418,13,140,34
349,341,417,13,138,39
349,340,417,13,134,43
350,341,417,13,131,49
349,342,417,13,130,53
349,340,416,13,126,56
349,341,417,14,119,59
350,340,418,14,111,60
349,341,417,13,98,62
349,341,416,15,82,67
349,340,418,14,66,71
351,340,418,14,58,79
350,341,418,15,51,82
349,341,418,16,52,85
350,341,417,17,53,79
349,341,418,17,57,94
349,340,417,16,62,121
350,341,417,15,62,112
350,340,418,16,68,101
349,341,417,17,72,94
348,340,417,16,73,87
349,340,417,17,74,82
350,340,417,17,74,79
350,341,417,18,77,79
349,341,417,18,77,78
349,341,417,18,76,80
350,340,417,17,77,82
350,340,418,19,77,84
349,342,418,19,77,90
349,340,417,17,79,97
351,341,419,19,78,105
350,342,416,17,79,111
350,341,416,17,81,115
349,341,417,19,82,122
349,341,417,21,87,128
349,341,417,23,89,134
349,341,417,27,95,142
350,341,417,26,100,148
350,341,417,25,107,153
350,341,418,25,113,157
350,341,417,25,119,164
349,340,417,27,125,167
349,341,417,25,132,170
350,340,417,26,140,174
349,341,416,25,146,177
349,341,418,29,155,178
351,341,418,28,163,182
349,341,418,30,170,180
349,340,417,30,177,180
350,342,419,32,185,179
350,342,417,32,192,180
348,340,417,34,196,180
349,341,417,34,202,181
351,342,418,35,207,169
350,341,418,34,210,184
349,340,418,34,214,206
349,341,417,36,216,186
349,341,417,35,219,167
350,342,418,37,220,153
350,341,417,37,221,138
350,341,417,38,222,127
350,341,417,36,222,117
349,340,418,39,221,106
350,342,417,40,219,94
350,340,417,39,215,88
349,340,417,40,215,83
350,341,417,43,213,82
350,341,418,43,210,80
350,341,417,42,207,79
349,340,416,41,204,78
350,341,418,42,197,75
349,341,418,41,192,73
350,340,418,42,187,68
349,340,418,40,181,64
349,341,418,39,177,59
349,341,418,37,172,54
350,341,418,36,170,51
349,342,418,36,167,48
349,341,417,36,165,46
351,341,417,34,160,42
350,342,418,36,157,42
348,340,417,34,151,39
348,342,417,34,145,38
349,340,416,32,139,33
350,340,418,31,133,29
349,341,418,29,124,25
350,341,417,27,120,22
349,340,418,26,113,19
349,341,418,25,108,17
350,341,418,22,101,16
349,341,418,20,95,15
348,340,417,18,92,13
348,339,416,17,85,12
350,342,421,17,80,21
350,343,417,15,75,45
349,340,417,15,69,43
348,341,417,14,65,41
348,341,417,14,60,41
350,342,419,13,59,41
350,341,418,12,54,42
349,340,417,14,51,44
350,341,419,13,48,47
349,342,417,12,45,50
348,340,417,13,40,52
348,341,417,13,39,58
349,341,416,14,33,58
349,341,418,12,32,57
350,341,417,12,28,58
349,340,416,12,26,56
348,340,417,12,24,58
349,342,418,12,21,60
349,340,417,13,21,61
348,341,417,13,19,62
350,341,418,12,20,64
348,341,416,12,21,64
348,341,417,13,23,63
350,341,417,14,25,61
350,341,416,14,24,62
350,342,417,14,26,63
349,343,418,16,27,62
349,341,416,16,30,63
349,341,418,16,31,64
349,341,417,16,33,65
349,341,417,18,36,66
349,342,417,17,36,65
350,341,417,17,39,68
349,342,418,19,41,72
348,341,417,20,43,73
348,341,417,21,45,72
348,341,418,22,48,73
348,341,417,20,51,71
349,340,417,21,53,71
349,341,417,20,56,71
349,341,418,21,59,83
349,341,417,20,61,71
349,342,418,22,65,61
349,341,417,20,67,70
348,341,418,19,69,79
349,342,417,21,70,86
349,341,417,21,71,92
349,341,418,23,72,94
349,343,417,23,75,96
349,342,417,22,75,100
349,342,417,23,78,102
348,341,418,22,79,103
348,342,418,23,80,102
350,341,417,21,78,98
349,341,417,18,79,92
350,342,417,20,79,88
349,343,416,20,80,84
347,344,413,18,80,82
350,342,418,18,82,79
350,342,417,18,82,78
351,344,418,18,83,74
350,342,418,16,85,73
351,343,417,16,86,71
349,342,417,17,86,69
