8\xfcX axis acceleration,Y axis acceleration,Z axis acceleration,Bicep signal,Shoulder signal,Pectoral signal
347,340,417,13,19,39
347,341,418,14,18,43
347,340,418,14,20,47
347,339,418,13,24,53
348,340,416,13,27,58
348,340,419,17,31,61
348,340,417,17,34,65
347,341,418,18,41,69
347,340,417,20,45,73
347,340,416,21,50,76
347,339,418,24,57,78
348,341,418,27,61,79
348,340,418,31,68,77
347,340,417,34,73,74
348,341,418,36,80,79
347,340,417,39,87,81
348,340,418,44,94,85
348,341,418,47,102,86
347,340,417,50,110,86
347,340,418,52,116,76
347,340,418,54,121,99
347,340,417,55,127,119
347,340,417,57,132,101
348,341,418,62,138,84
348,340,419,64,140,73
347,340,417,67,143,64
347,340,417,69,144,56
348,341,418,71,146,48
348,341,418,72,147,42
347,341,417,73,147,36
347,340,417,74,147,29
348,340,417,73,151,26
348,340,418,75,152,27
347,340,418,75,153,27
347,340,418,76,153,25
346,339,417,76,153,23
348,341,418,77,152,20
348,342,417,77,151,17
347,340,417,75,149,17
347,341,417,73,144,14
347,340,417,70,143,14
347,340,417,70,142,12
347,341,418,67,137,13
348,340,417,63,133,12
347,341,418,63,130,11
348,341,418,59,125,10
348,340,417,59,122,11
347,340,417,56,119,11
347,341,418,54,113,13
347,342,417,54,110,15
348,340,417,52,108,19
348,341,418,51,104,18
348,340,417,49,100,18
348,341,418,49,96,17
348,340,418,49,94,15
347,341,417,45,89,16
347,341,417,43,88,24
347,340,417,40,81,32
348,341,417,39,77,39
348,341,418,38,75,36
347,340,417,37,73,39
348,341,418,36,70,40
349,341,418,37,68,43
347,341,418,35,64,45
349,341,417,32,58,46
348,340,418,31,54,48
348,341,417,30,49,49
348,342,417,28,47,50
348,340,418,28,44,53
348,340,417,28,41,55
348,341,418,26,39,53
349,342,418,26,36,53
348,342,418,24,35,51
348,341,417,23,32,50
347,341,418,24,31,49
348,341,417,25,29,48
348,341,417,25,26,48
348,341,417,24,24,50
347,341,418,23,21,49
347,341,417,21,21,48
348,341,417,20,20,46
348,341,417,19,20,45
348,342,418,19,21,45
348,341,417,18,23,43
347,341,418,16,23,44
348,341,417,15,25,49
347,341,418,14,26,50
347,341,417,14,27,48
348,342,417,13,30,48
347,340,417,13,31,45
347,340,417,12,33,43
348,341,418,13,36,41
349,342,418,13,37,49
348,340,417,14,41,50
347,340,417,13,43,54
347,340,417,14,42,50
348,341,418,12,43,51
348,342,418,12,45,53
347,340,417,12,46,55
347,341,417,13,46,55
348,342,418,13,50,57
348,341,418,13,51,59
347,340,417,12,52,60
347,341,417,12,52,61
347,341,417,13,55,60
347,342,418,12,57,56
349,342,417,12,57,51
348,341,417,12,57,44
348,341,417,14,58,40
347,340,417,13,57,37
348,341,417,14,58,35
348,341,417,13,61,32
348,341,418,13,61,28
348,341,417,15,62,27
347,342,418,14,64,24
348,342,418,15,65,21
348,340,417,15,66,18
347,341,416,15,66,16
348,340,417,15,65,15
348,340,418,14,67,12
348,342,418,14,67,12
348,341,417,15,68,12
348,341,416,14,68,12
348,341,417,14,69,12
349,341,418,16,70,13
347,341,416,15,71,12
348,340,417,16,70,11
347,341,418,18,70,11
349,342,418,17,71,10
348,341,417,17,73,12
349,341,417,18,73,18
349,341,419,18,75,45
348,341,417,18,72,50
348,342,418,17,72,40
347,342,417,19,73,33
348,341,417,17,71,29
348,340,417,16,70,29
349,342,417,16,71,26
348,340,418,16,69,26
348,341,418,17,68,28
347,342,417,17,70,30
347,340,417,16,71,31
349,342,417,16,70,28
349,342,419,16,70,22
348,340,417,16,69,20
347,340,417,15,66,17
348,341,418,15,64,15
348,342,418,14,60,14
349,341,418,16,60,13
348,340,416,16,58,11
348,340,417,16,57,12
348,341,418,16,57,10
348,342,417,17,56,10
349,341,417,17,56,10
349,340,416,17,57,10
348,341,418,16,56,9
348,341,418,15,56,11
348,341,417,18,55,10
348,341,418,16,54,11
348,341,417,17,54,10
348,341,417,16,54,11
349,342,417,16,54,10
349,341,418,15,52,11
348,341,418,15,52,11
348,341,417,14,53,11
349,341,417,15,53,10
348,341,418,15,53,11
348,340,417,15,53,13
349,341,417,15,52,17
348,341,417,15,51,33
348,341,417,15,52,49
349,342,419,15,51,39
349,341,417,14,52,30
348,341,417,15,52,25
348,340,418,15,50,22
350,342,418,17,48,21
348,341,419,16,47,19
349,341,417,17,47,18
349,342,417,17,47,17
348,341,417,16,47,16
348,341,418,16,46,15
348,341,419,16,47,15
348,341,417,14,45,15
348,341,416,14,43,13
349,341,418,15,44,10
348,342,418,15,44,12
349,342,417,15,44,11
349,341,417,14,43,10
348,340,417,15,42,9
349,342,417,14,40,10
348,341,417,14,41,11
348,341,417,15,40,11
349,340,418,14,39,11
348,340,418,14,37,11
349,341,417,13,36,12
348,342,418,14,37,12
348,341,417,13,36,12
348,340,417,14,37,10
348,342,418,14,38,10
348,342,417,14,39,12
348,341,417,13,38,10
348,340,416,12,37,12
348,341,418,12,36,13
348,341,418,13,37,14
348,341,417,13,35,16
348,340,417,14,35,27
348,341,417,13,34,54
348,340,417,13,35,47
349,341,417,13,33,37
348,341,417,12,32,32
348,341,417,12,32,26
347,340,418,14,31,24
348,341,417,13,30,22
348,341,418,13,30,23
348,341,417,12,28,22
347,342,418,13,29,23
347,341,417,13,26,22
348,341,418,14,27,19
348,341,417,13,28,16
348,340,417,12,27,15
347,341,417,13,26,13
348,341,418,13,26,11
348,342,417,12,26,10
347,341,418,13,27,11
347,340,417,14,26,10
348,341,418,13,26,10
348,341,417,13,26,11
347,341,417,12,27,10
348,341,417,12,27,11
348,341,418,12,27,13
348,340,417,12,26,14
348,342,417,13,26,13
347,342,417,12,26,13
348,341,417,13,27,13
348,341,418,13,26,14
349,341,418,13,27,13
347,342,418,12,27,11
347,341,418,12,26,11
348,341,417,13,27,11
348,342,418,12,26,12
349,341,418,12,28,12
347,341,417,13,27,13
347,341,417,13,26,15
347,341,417,14,27,23
348,341,417,12,27,57
348,341,418,12,26,52
348,341,417,12,26,41
348,341,417,12,27,32
349,342,418,12,28,26
349,342,418,13,27,23
348,341,418,12,28,21
348,341,417,12,27,20
347,341,417,12,28,21
348,341,417,13,29,22
347,341,417,13,30,22
349,341,417,13,31,23
348,341,417,12,30,20
349,342,417,12,31,17
348,340,418,13,30,15
348,340,417,12,30,13
348,342,417,12,30,12
348,341,417,13,30,11
349,340,417,13,31,11
347,341,418,12,28,10
348,340,417,12,27,9
348,341,417,13,24,8
348,341,417,13,24,9
348,341,417,13,23,10
348,341,418,13,23,10
348,341,417,13,23,9
347,341,417,12,23,10
348,341,417,12,23,8
348,341,417,12,23,9
348,341,417,13,22,9
348,340,418,13,22,9
348,341,418,11,22,9
348,342,417,13,22,10
348,340,417,11,23,10
349,341,418,13,23,10
348,342,417,12,22,9
348,342,418,13,23,9
348,341,417,13,24,9
348,340,417,13,25,10
348,340,417,12,27,16
348,340,417,12,29,41
348,341,418,13,27,39
348,341,417,12,26,33
348,341,417,12,26,29
348,341,418,13,24,27
349,341,418,12,22,25
349,341,417,12,21,23
348,341,417,12,22,21
348,341,417,12,22,22
348,341,417,13,22,22
348,341,417,12,21,22
349,342,418,13,21,23
348,341,417,12,21,20
348,342,418,13,22,19
348,341,418,12,20,17
349,342,418,12,20,15
348,342,418,12,20,14
347,341,418,13,19,12
348,340,417,12,19,13
348,341,417,13,19,13
348,341,418,13,19,11
347,341,418,12,17,10
348,341,418,13,19,11
349,341,418,13,18,11
348,342,418,13,19,9
348,342,417,14,20,10
348,341,417,12,20,8
348,342,418,13,21,8
348,341,417,12,20,9
348,340,417,13,20,9
348,341,418,12,20,9
347,341,417,13,21,11
348,340,418,13,20,11
348,340,417,12,19,9
347,341,417,12,19,10
348,341,418,13,20,11
349,341,417,12,20,10
348,340,417,14,18,10
348,341,418,12,19,19
348,341,417,12,21,51
348,340,418,13,23,47
347,340,417,12,21,40
348,341,418,12,23,34
348,341,418,12,23,32
349,342,418,14,24,29
348,341,417,13,22,30
347,340,418,13,22,29
348,342,418,13,21,30
348,341,418,13,22,30
347,340,418,12,22,32
347,341,417,13,21,28
347,342,418,14,21,24
348,341,418,14,20,20
347,341,417,14,20,17
348,342,418,13,21,15
348,342,417,15,20,13
348,341,417,14,21,13
348,341,418,14,21,11
348,342,417,14,20,10
348,340,417,13,21,11
349,340,418,14,21,9
348,341,417,13,19,10
348,341,418,14,20,10
349,342,418,14,20,9
349,341,417,13,20,9
348,341,417,13,21,10
348,341,418,14,22,8
349,341,417,13,20,8
347,341,417,13,19,8
348,342,417,13,20,8
347,340,417,12,18,9
349,342,417,13,18,10
349,341,418,12,20,10
347,341,418,13,19,10
348,342,418,12,19,10
349,342,418,12,20,11
348,342,418,13,19,10
348,342,417,15,20,10
348,342,418,13,19,14
347,340,417,14,21,28
348,341,417,12,22,53
348,341,417,12,22,43
348,341,417,14,21,39
347,341,418,14,20,36
347,341,417,13,22,33
347,340,418,12,22,34
348,341,418,13,23,33
347,340,419,14,21,33
348,341,418,12,23,37
347,341,418,14,23,36
348,340,417,12,23,36
348,340,418,15,22,36
349,340,418,14,21,32
348,341,418,14,20,27
348,342,417,13,20,23
347,341,417,12,21,21
347,340,417,13,21,21
349,342,418,13,21,18
348,341,418,12,20,18
347,341,417,13,20,16
347,341,417,12,21,14
347,341,417,13,21,15
348,341,418,12,19,14
349,341,419,13,18,12
347,340,417,14,18,13
348,341,418,13,18,11
348,340,417,12,18,11
348,342,418,13,19,10
348,341,417,12,19,9
347,340,418,13,20,9
347,340,418,13,22,10
348,341,418,14,20,9
348,341,417,12,23,10
348,340,417,13,23,12
348,341,417,12,25,12
349,341,417,13,24,13
348,341,418,13,23,11
348,341,418,12,24,10
347,341,417,12,24,10
348,340,417,13,24,16
348,341,419,13,24,29
347,342,418,12,26,46
347,341,418,13,24,37
348,341,417,12,26,36
348,342,418,13,24,34
348,341,418,12,25,31
349,341,418,13,24,32
348,341,417,12,25,30
348,340,417,13,23,30
348,341,418,12,23,29
348,341,418,13,23,28
348,341,418,12,22,25
348,341,418,13,21,21
348,341,418,12,22,19
347,340,417,12,22,16
348,341,417,12,22,15
348,340,417,14,21,14
347,341,417,13,22,12
348,342,417,12,20,13
347,342,417,12,21,16
348,340,418,13,19,19
347,341,417,13,18,25
347,342,418,13,19,27
347,341,418,14,18,31
348,340,417,13,17,34
347,341,418,12,18,38
347,341,417,12,16,42
348,340,417,12,16,44
348,341,417,12,16,48
348,340,418,12,16,51
347,341,417,14,16,53
349,342,418,14,17,57
348,341,417,14,17,58
347,341,418,12,18,59
348,340,418,13,18,57
349,341,418,13,20,62
347,341,417,14,22,65
348,342,418,13,21,70
347,340,418,13,24,74
347,341,417,12,24,76
348,341,418,14,26,68
348,341,417,13,26,93
348,341,417,13,29,124
347,340,417,14,29,108
348,340,417,12,30,94
347,341,418,14,32,85
347,342,417,13,33,78
347,341,417,14,34,72
347,341,418,15,36,67
348,341,417,15,38,62
347,342,418,15,38,57
347,341,417,15,41,53
348,341,418,14,41,51
347,342,418,14,43,54
348,340,417,15,44,55
348,341,417,14,45,58
348,341,418,15,48,60
347,341,419,15,47,61
348,341,418,14,47,63
347,340,418,14,49,64
347,341,417,15,50,63
347,341,417,14,48,62
348,341,418,15,48,60
347,341,417,14,47,61
348,340,419,14,49,60
348,340,418,15,49,59
347,342,417,15,49,58
347,341,417,15,48,56
347,341,417,14,49,54
348,342,418,14,46,52
347,340,418,14,45,50
347,341,417,15,45,50
347,341,417,15,45,47
348,340,417,14,43,44
347,341,417,13,42,41
347,341,417,13,41,38
348,342,418,13,43,34
347,340,417,13,40,32
347,341,418,12,39,31
347,340,417,12,37,33
347,341,418,13,36,34
348,341,418,12,35,33
347,340,417,13,35,29
347,341,417,13,35,49
347,341,418,13,32,66
347,341,417,12,34,51
347,340,417,13,31,40
348,342,418,12,30,33
347,341,418,13,30,27
347,341,418,12,27,25
348,342,417,12,27,25
347,341,417,12,26,26
348,341,418,12,24,29
347,341,418,12,24,30
347,340,417,12,22,30
348,340,417,12,22,28
347,340,417,13,22,24
348,342,418,12,22,22
347,342,418,12,21,19
348,341,418,12,21,17
347,340,417,13,22,16
347,342,418,13,22,17
347,340,418,13,22,17
347,341,418,13,20,16
347,341,417,12,20,16
348,341,418,13,21,14
347,340,418,13,20,13
348,342,418,13,20,13
347,340,417,13,21,15
348,342,418,12,20,14
347,341,418,13,21,16
346,342,417,14,20,17
347,340,416,13,22,17
347,339,418,13,20,19
348,341,418,12,20,19
349,340,419,13,19,21
348,340,418,12,18,25
348,341,418,13,19,25
347,340,417,13,18,24
348,341,420,14,17,23
349,341,418,13,18,21
347,340,417,12,20,22
347,341,415,13,19,22
347,340,417,12,19,34
348,343,418,12,22,42
348,340,418,13,21,43
348,341,418,12,21,42
347,341,418,12,23,46
347,340,417,12,22,48
347,340,418,13,23,49
348,341,417,13,26,53
346,341,418,13,27,53
346,340,417,14,26,54
347,340,417,13,27,56
346,340,417,12,27,57
347,342,418,13,27,56
347,341,418,13,24,53
346,340,417,13,22,47
345,340,417,12,22,40
346,341,418,12,22,34
346,341,417,12,26,32
346,341,418,12,30,27
346,341,418,13,39,23
346,341,416,13,49,19
346,339,416,13,61,17
344,340,416,13,72,15
346,341,415,12,81,14
345,340,417,13,96,17
346,340,417,14,110,20
346,340,417,16,123,24
346,342,418,16,141,28
348,342,419,20,157,33
349,342,420,22,177,37
349,342,419,25,193,44
348,342,418,28,210,51
348,340,419,33,228,53
347,341,418,39,242,57
346,342,417,43,255,67
346,340,417,47,266,73
344,340,416,52,277,79
344,340,416,61,291,82
344,342,416,64,297,86
344,342,417,69,303,80
346,340,418,74,308,118
346,340,418,82,317,121
346,342,416,90,321,106
345,340,416,96,324,96
345,340,418,103,325,88
347,342,419,110,323,80
347,341,418,115,320,76
348,342,419,117,316,72
347,341,417,123,311,68
346,341,417,128,305,63
347,341,417,133,300,60
347,342,417,136,294,62
347,340,418,142,287,64
347,342,417,146,280,65
347,341,417,148,274,65
347,341,418,153,263,64
348,341,417,156,254,60
347,342,418,158,245,58
348,342,418,163,236,53
348,342,417,169,226,48
347,340,417,171,214,43
349,340,417,174,202,39
348,341,418,177,192,36
348,342,417,177,179,33
347,342,417,178,173,29
348,340,417,178,166,24
348,341,418,180,161,20
349,342,417,181,154,17
348,342,418,182,147,18
348,341,418,181,143,21
348,340,418,181,141,22
349,342,418,182,140,21
348,342,418,180,138,19
349,341,417,180,139,17
349,341,417,181,143,15
349,340,418,182,143,19
348,342,418,180,143,44
349,341,418,182,147,41
349,340,417,184,148,32
348,342,418,185,149,27
349,341,417,188,149,24
349,341,418,188,154,22
348,340,417,190,156,22
348,341,418,189,154,24
348,341,418,188,150,26
348,341,417,184,147,28
348,340,417,181,144,31
348,340,417,178,140,30
348,341,418,179,137,28
348,342,417,177,134,31
348,341,417,175,131,31
348,340,417,172,130,33
348,341,417,168,127,36
348,342,417,159,127,40
348,342,418,151,125,45
348,340,417,142,124,47
348,341,418,132,121,51
348,341,417,122,119,55
350,342,417,113,114,58
350,341,417,100,111,59
349,342,416,93,102,62
348,340,416,86,98,67
349,343,418,79,92,75
351,345,416,72,87,76
352,343,419,65,80,80
352,341,419,59,74,84
351,343,418,53,65,87
351,344,417,47,58,90
350,343,417,42,54,101
350,344,417,38,47,95
351,344,416,31,42,76
351,343,415,27,39,83
351,341,417,25,34,92
350,342,415,22,31,98
352,343,417,19,28,104
352,343,418,17,24,108
351,343,417,16,23,112
352,344,416,15,20,115
350,343,417,14,20,120
350,342,416,13,19,122
351,343,416,13,20,125
352,343,417,14,20,126
352,344,416,13,21,125
351,343,417,15,22,125
351,343,417,15,22,121
351,344,417,16,26,120
352,344,418,18,28,118
351,342,417,19,30,112
351,343,416,21,31,105
351,342,417,25,33,99
351,343,417,25,35,91
352,343,418,29,37,85
351,342,416,29,36,77
350,342,416,32,37,71
350,343,415,35,38,64
350,344,417,35,40,56
351,343,418,35,40,50
351,343,416,35,41,47
351,342,417,35,44,40
352,343,417,36,44,33
352,343,417,39,43,28
352,343,418,40,43,23
352,344,416,43,44,20
352,344,418,44,45,21
352,342,416,45,44,25
352,343,418,46,43,46
352,344,417,47,43,41
352,344,416,48,39,33
352,343,416,50,36,29
352,343,417,49,34,27
352,343,416,51,32,25
352,344,417,50,28,24
352,345,417,53,29,22
352,344,417,53,25,22
352,342,417,53,23,20
352,342,417,54,23,17
351,342,417,56,20,16
352,343,418,55,21,15
351,343,417,56,21,14
351,344,416,56,19,13
351,342,417,57,19,13
351,342,416,56,19,14
352,343,417,59,19,15
352,344,417,57,21,14
351,343,418,55,20,13
351,342,417,57,22,14
352,344,416,56,20,17
351,343,418,57,21,17
351,343,417,57,23,18
351,342,417,59,24,18
351,342,417,59,26,20
352,343,416,58,29,19
351,343,416,57,30,19
352,343,417,57,32,16
351,343,417,56,33,18
351,343,418,54,33,18
350,342,416,53,35,18
351,342,417,53,34,20
352,344,418,53,35,22
351,343,417,52,36,22
351,342,417,51,38,23
351,342,417,51,40,51
352,343,417,52,38,50
352,344,417,49,37,38
351,342,416,46,37,31
351,342,416,44,39,25
351,342,416,44,39,20
351,343,417,44,40,18
352,343,417,45,42,15
352,343,418,44,44,13
351,343,417,43,46,13
351,344,418,43,47,12
352,342,418,41,49,10
352,344,417,40,49,11
352,342,418,40,51,15
352,342,419,39,51,18
350,341,417,37,49,21
350,341,418,34,48,23
349,343,417,35,49,25
348,343,417,37,50,27
349,343,417,36,48,31
348,340,418,38,49,35
347,341,417,36,49,38
348,341,417,36,49,43
347,342,417,35,48,47
347,340,416,38,48,51
347,340,415,39,48,55
348,338,417,37,48,56
349,342,419,38,50,60
348,342,417,39,49,60
346,338,420,38,51,59
347,341,415,39,53,62
346,340,417,39,52,63
347,339,417,42,52,67
347,340,418,42,52,71
346,339,420,40,52,74
346,342,417,39,51,74
347,340,418,38,52,69
347,340,419,39,54,101
348,341,416,38,53,104
346,339,418,36,50,94
347,341,418,35,49,84
347,340,418,34,50,77
347,340,418,33,51,73
347,339,418,31,50,68
347,341,418,28,49,63
346,340,417,25,48,60
346,340,417,25,49,58
345,340,416,23,49,56
346,339,416,23,48,58
347,339,418,21,47,60
347,341,418,20,47,64
348,341,418,21,49,67
347,341,418,17,47,67
346,340,418,16,46,68
346,341,417,16,44,68
347,340,418,15,44,68
347,340,418,13,44,70
347,340,418,13,43,71
346,340,418,13,41,72
346,339,417,12,39,73
346,340,417,14,37,72
346,340,417,12,38,70
346,340,418,13,36,69
346,339,418,12,33,67
347,340,418,12,36,65
346,340,417,12,34,64
347,340,417,12,36,58
346,340,418,12,36,54
347,340,418,13,38,55
348,340,418,13,38,54
347,340,418,12,39,55
347,340,418,13,39,55
346,339,418,12,39,55
346,340,418,12,39,46
347,340,418,12,40,62
347,341,417,12,41,85
346,341,418,12,41,71
347,341,418,12,39,56
347,340,418,13,40,46
346,341,418,13,40,35
347,341,419,12,38,29
347,340,417,13,39,24
347,340,417,12,41,19
347,340,419,13,41,18
346,340,417,12,42,15
347,340,418,13,42,13
346,340,418,12,42,12
347,340,418,12,42,15
346,340,418,12,41,17
347,340,418,13,42,17
347,340,417,13,44,18
347,341,417,12,45,18
346,340,419,12,44,18
347,340,417,12,46,17
347,341,416,13,45,18
346,340,416,13,43,16
346,340,416,12,44,17
347,340,417,13,45,16
347,339,418,13,43,18
348,341,418,12,40,14
347,340,419,14,41,14
347,341,417,12,39,12
347,340,418,12,41,13
347,340,417,12,41,11
347,340,418,12,42,10
348,341,418,12,43,10
346,341,417,12,44,11
347,340,418,12,43,12
347,340,418,12,43,11
347,341,417,12,42,9
348,343,419,12,39,10
346,340,415,13,40,9
346,337,417,12,43,14
347,341,417,12,45,33
348,342,418,14,45,51
347,341,418,12,46,40
347,341,417,14,46,34
347,340,419,12,42,36
347,342,417,13,45,33
346,340,416,12,44,30
347,339,419,14,46,34
348,341,417,12,47,34
348,341,418,13,48,37
347,341,417,12,51,39
347,341,418,12,54,40
346,341,416,13,51,38
347,341,416,12,53,34
347,340,417,12,51,30
347,340,418,12,53,25
347,342,417,12,55,23
348,341,418,12,54,21
347,340,418,12,55,18
346,341,416,13,55,15
347,340,417,13,56,15
347,341,418,12,58,14
348,341,419,12,57,19
347,341,418,12,55,23
347,341,418,14,51,31
347,340,416,12,45,38
347,342,417,13,38,47
347,341,418,13,32,57
348,342,418,13,28,66
348,341,418,12,29,78
347,341,417,15,36,89
347,341,417,14,41,96
348,341,418,14,52,104
348,341,418,18,68,117
349,342,418,22,81,129
348,340,419,28,99,138
347,341,417,33,114,153
348,340,418,39,131,164
347,340,417,42,149,167
348,341,417,48,168,190
347,341,418,55,184,226
347,340,417,63,203,221
348,341,417,73,222,215
348,341,417,77,237,212
347,342,417,87,252,211
347,341,417,95,266,210
348,340,417,102,280,212
348,341,419,110,292,216
348,342,418,119,304,220
347,342,417,125,310,224
348,340,418,134,319,232
348,341,418,143,325,239
348,341,418,151,329,248
348,342,417,157,330,253
348,342,418,163,331,257
347,341,417,170,330,261
348,340,417,182,329,261
348,342,418,193,328,260
348,341,417,204,325,258
347,341,417,214,322,256
347,341,417,224,318,252
348,342,417,232,315,250
347,341,418,239,311,246
348,341,418,243,305,244
348,341,418,248,297,240
347,341,417,252,292,230
347,340,417,252,286,222
348,340,417,251,277,216
348,342,417,253,270,214
348,341,418,257,259,215
347,340,417,259,252,215
347,341,417,261,243,200
347,341,418,258,235,219
348,342,418,257,229,225
347,341,417,254,225,201
348,340,418,255,220,179
348,341,418,254,216,161
348,341,418,250,209,145
347,341,417,246,203,130
347,341,417,240,196,116
348,340,418,235,194,99
346,342,417,228,192,83
347,341,417,223,190,68
347,341,418,213,186,59
347,340,418,206,181,49
347,340,417,199,185,42
346,340,417,190,202,34
347,340,418,184,222,27
347,340,418,178,240,23
347,342,417,171,256,19
347,341,418,163,265,16
346,341,418,157,274,14
346,341,418,151,279,13
347,341,418,147,279,13
347,341,419,149,280,15
346,340,417,145,280,15
347,340,417,146,280,17
347,342,419,142,276,19
346,342,418,136,267,24
346,340,417,127,257,29
346,339,417,119,248,30
347,342,418,109,237,31
347,341,417,100,227,31
347,340,417,89,222,33
346,340,418,78,213,34
346,341,418,71,208,47
346,342,418,59,200,53
347,340,419,50,195,48
346,340,418,40,187,56
346,341,417,33,183,66
346,340,418,26,175,75
346,340,418,22,167,83
347,340,418,20,159,88
347,341,418,19,153,95
346,341,418,17,147,100
346,341,419,19,141,107
346,340,419,23,134,110
346,340,418,28,128,109
346,340,417,36,121,107
347,340,418,45,116,104
345,340,418,54,110,104
345,339,418,63,108,103
344,339,416,71,103,101
344,339,417,82,100,103
345,339,417,91,97,99
345,339,416,96,93,96
344,339,417,100,90,94
346,339,418,105,87,93
345,340,418,108,84,94
346,340,418,111,81,91
344,340,419,117,75,92
344,339,417,122,70,91
345,340,417,124,64,92
345,340,418,127,59,93
346,340,417,130,52,95
345,340,418,131,46,98
345,340,417,132,39,97
344,340,417,131,32,97
345,340,417,132,29,95
345,340,418,132,26,91
345,339,418,130,22,89
345,341,419,132,22,101
345,340,417,133,23,81
346,340,417,136,27,70
345,339,418,138,29,81
345,340,417,135,34,86
345,341,419,134,37,93
346,341,418,135,44,95
345,339,419,136,49,96
345,339,418,135,54,99
346,341,419,135,61,100
346,341,418,134,65,101
344,339,418,134,69,99
345,340,417,133,71,96
345,340,418,131,72,90
346,340,419,129,73,83
346,340,417,128,73,78
346,339,418,128,76,75
345,340,417,123,79,72
346,340,417,119,80,69
347,340,418,114,79,67
346,340,418,112,82,60
347,339,418,112,82,58
345,339,417,109,83,53
347,340,417,106,83,51
347,341,419,101,84,47
345,340,417,97,83,44
346,340,418,97,83,43
346,340,417,94,83,41
346,339,418,93,83,38
347,341,419,93,81,34
346,340,419,91,83,33
346,340,418,86,82,33
347,341,417,86,82,28
346,340,419,89,82,27
347,339,417,87,83,24
346,340,418,84,82,23
346,340,417,82,84,18
346,340,417,79,83,26
347,340,418,79,85,35
347,340,418,76,84,37
347,341,418,74,84,33
346,341,418,73,83,31
346,340,418,73,84,29
347,340,419,68,87,27
347,340,419,65,86,26
347,340,418,63,86,24
347,341,417,61,86,22
345,339,417,59,86,21
347,340,417,56,89,19
346,340,417,56,92,17
347,339,417,54,94,15
346,340,418,54,95,12
347,339,417,53,95,13
346,340,418,53,96,10
345,340,417,51,98,11
346,339,418,49,97,10
347,340,418,47,95,9
347,340,419,48,94,12
345,340,417,46,93,12
345,339,417,43,94,15
345,339,416,41,94,15
347,340,418,37,92,16
347,339,419,34,93,16
346,340,418,33,92,16
346,341,417,32,91,16
346,340,418,31,91,16
347,340,417,29,89,15
346,340,417,28,88,13
346,339,418,27,86,12
347,340,417,24,84,13
346,339,417,23,81,17
346,339,417,22,78,19
346,339,417,23,76,16
347,340,419,21,76,17
347,340,418,21,77,37
347,339,418,20,76,54
347,339,418,19,74,41
347,339,417,18,75,33
347,341,418,19,74,28
347,340,418,17,75,24
347,338,418,17,73,23
347,339,418,17,73,20
346,339,418,17,69,20
347,340,419,17,69,22
346,340,417,18,70,21
346,340,417,17,72,20
347,339,417,16,70,18
346,340,417,16,69,15
346,338,419,16,68,14
346,339,417,17,69,13
348,338,418,17,67,11
346,341,419,16,67,11
347,340,418,16,67,12
346,339,418,15,66,11
346,339,418,16,65,11
345,339,416,16,64,14
346,341,420,17,65,14
347,341,419,17,62,16
346,338,417,17,62,17
345,339,416,16,60,16
346,339,417,14,60,16
347,339,418,14,61,17
346,340,418,15,60,16
346,339,418,14,59,14
346,340,417,14,56,13
347,339,418,15,57,12
347,340,418,14,56,12
346,340,418,15,55,13
346,339,418,16,56,13
346,339,418,15,56,12
346,339,418,13,58,14
346,340,417,14,60,39
346,340,417,13,59,46
346,339,417,14,59,37
347,339,418,13,59,31
346,340,417,13,57,28
346,340,417,14,56,26
347,339,418,13,55,24
347,339,417,14,55,24
346,340,418,14,54,24
346,339,418,13,50,26
347,339,419,14,50,26
347,340,419,14,49,25
347,340,419,13,47,23
346,340,418,12,45,20
346,340,418,13,46,16
347,340,419,14,45,15
347,339,417,14,44,12
346,340,417,13,42,13
347,339,418,14,44,12
347,340,417,12,43,11
346,340,418,13,43,11
347,339,418,13,42,12
347,339,417,13,42,13
347,340,418,13,40,11
347,340,418,12,42,11
346,340,418,13,44,11
346,339,417,13,43,13
347,339,418,13,43,13
348,340,419,14,44,13
347,340,418,13,43,11
347,340,417,15,42,10
346,339,417,14,44,11
347,340,419,13,42,11
347,340,417,15,41,11
346,339,417,13,39,10
346,339,417,15,38,11
348,340,418,14,37,12
346,340,417,13,37,19
346,338,417,14,37,47
347,339,418,14,37,42
346,339,418,13,39,33
347,340,417,14,38,27
345,340,417,13,40,24
346,340,417,13,39,21
347,341,418,14,38,19
346,340,418,13,38,18
345,340,418,12,36,19
345,340,418,13,38,19
345,339,416,12,39,18
345,338,417,13,41,19
346,339,418,13,42,16
346,341,418,13,45,15
345,340,416,13,46,12
345,339,417,12,47,13
346,340,417,13,49,12
347,340,419,13,48,10
347,340,419,13,50,11
346,339,418,13,52,10
345,341,418,13,53,11
346,340,418,13,53,11
346,339,418,13,55,11
346,340,417,12,55,11
346,340,418,13,54,12
346,339,417,13,54,11
346,340,417,13,54,11
346,339,417,13,54,11
345,339,417,12,51,11
347,340,418,13,51,10
346,340,418,13,48,10
346,340,418,12,48,12
345,339,417,12,47,10
346,340,418,12,47,11
346,339,417,13,45,10
346,340,417,12,45,11
347,340,417,12,45,12
346,340,419,12,45,16
345,340,418,13,44,39
345,340,417,12,46,42
347,341,418,13,47,31
346,339,417,13,47,27
345,340,417,12,47,21
346,340,418,12,47,18
347,340,418,12,44,17
346,340,418,14,41,20
345,340,417,12,37,23
346,340,418,14,30,28
346,339,418,14,26,36
345,340,418,14,28,44
345,340,417,13,33,57
